0,73,96,97,116,128,226,262,267,272,273,297,304,305,324,329,409,418,434,454,457,459,466,470,489,496,497,
1,65,81,97,113,120,243,272,273,280,289,296,305,321,344,403,419,434,435,466,467,470,483,488,496,497,504,
2,75,98,99,118,130,242,258,259,260,265,274,275,299,306,310,319,322,379,448,450,451,452,479,491,498,502,
3,67,83,99,115,122,241,257,259,274,275,282,291,298,307,322,362,417,433,449,450,451,465,474,490,498,502,
4,68,77,84,100,133,246,276,277,292,301,308,309,349,365,370,373,422,438,469,477,482,486,493,500,501,509,
5,69,101,117,133,165,247,263,277,293,300,309,341,357,371,373,389,438,439,455,469,482,485,486,492,499,501,
6,70,86,102,127,135,244,278,279,287,294,303,311,367,375,404,416,420,436,464,468,471,480,484,495,503,511,
7,71,103,119,135,167,245,261,279,295,302,311,343,359,375,385,391,420,437,453,471,480,481,484,487,494,503,
8,104,120,136,137,152,250,266,280,281,296,313,328,344,360,393,419,442,443,463,467,473,475,483,488,504,505,
9,73,121,137,153,185,251,267,281,297,313,329,333,377,393,409,427,429,443,454,457,459,463,473,475,489,505,
10,106,122,138,139,154,248,264,282,283,298,334,346,362,363,378,433,440,441,449,456,461,465,474,478,490,507,
11,75,79,123,139,171,249,265,269,283,299,319,334,347,363,379,399,425,441,448,452,456,461,478,479,491,507,
12,76,117,124,140,172,254,263,270,284,293,300,316,357,364,380,396,410,446,455,458,462,476,485,492,499,508,
13,77,109,140,141,157,189,270,284,285,292,301,316,317,349,365,380,397,413,458,462,476,477,493,500,508,509,
14,78,119,126,142,174,252,261,268,286,295,302,314,318,359,382,398,408,444,453,460,472,481,487,494,506,510,
15,111,127,142,143,175,255,268,271,286,287,303,318,351,367,383,398,436,447,460,464,468,472,495,506,510,511,
16,64,112,144,160,176,240,256,258,288,304,308,320,336,352,361,368,416,432,448,450,464,469,477,480,489,496,
17,129,144,145,161,177,225,288,289,312,320,337,352,353,385,389,401,417,432,450,465,469,480,481,485,496,504,
18,66,114,146,162,178,210,290,294,306,331,338,354,370,386,402,411,415,418,459,466,471,482,491,493,495,498,
19,131,146,147,163,179,227,290,291,323,330,338,339,354,371,386,387,391,403,466,471,482,483,487,490,498,499,
20,132,148,164,180,224,228,260,276,324,325,340,356,372,381,384,388,400,404,451,452,457,468,484,497,500,501,
21,148,149,181,197,209,229,257,321,325,340,341,348,369,372,384,405,421,437,449,451,453,484,488,492,497,501,
22,134,150,166,182,214,230,262,278,310,326,327,335,342,358,374,390,406,422,454,470,479,486,502,503,509,511,
23,150,151,183,199,211,231,307,326,327,343,355,358,366,390,407,423,435,439,455,467,470,474,486,494,502,503,
24,72,161,168,184,200,232,312,328,337,345,353,376,392,396,401,408,424,440,456,465,472,476,481,485,504,505,
25,160,169,184,201,221,233,256,271,336,345,361,368,376,377,392,413,424,425,448,456,464,472,476,477,489,505,
26,74,163,170,186,202,234,314,315,323,330,339,346,387,394,395,410,426,442,458,475,483,487,490,499,506,507,
27,155,162,186,187,223,235,315,317,331,347,383,394,395,402,411,415,426,427,458,459,475,491,493,495,506,507,
28,156,181,188,204,216,236,264,332,348,360,364,369,405,412,421,428,444,445,449,453,460,461,473,488,492,508,
29,164,173,188,205,237,253,269,332,356,381,388,397,400,412,428,429,445,447,452,457,460,461,468,473,500,508,
30,158,183,190,206,218,238,266,350,355,366,378,382,407,414,423,430,431,446,455,462,463,467,474,478,494,510,
31,93,159,166,190,191,239,285,333,335,342,350,351,374,399,406,414,430,431,454,462,463,478,479,509,510,511,
32,80,96,100,105,112,210,272,288,297,304,308,309,361,365,370,386,402,418,459,466,469,477,482,489,493,496,
33,69,80,81,88,129,227,272,280,288,289,293,309,312,371,386,387,389,403,466,469,482,483,485,496,499,504,
34,82,98,102,107,114,240,256,258,274,290,294,299,303,306,311,331,416,432,448,450,464,471,480,491,495,498,
35,71,82,83,90,131,225,274,282,290,291,295,311,330,385,391,401,417,432,450,465,471,480,481,487,490,498,
36,84,85,116,125,132,230,262,273,276,277,324,325,329,349,381,390,406,422,454,457,470,486,497,500,501,509,
37,85,101,108,113,149,231,273,277,296,300,321,325,341,348,390,423,435,439,455,467,470,486,488,492,497,501,
38,86,87,95,118,134,228,260,275,278,279,287,310,319,327,335,372,388,404,451,452,468,479,484,502,503,511,
39,87,103,110,115,151,229,257,275,279,298,302,307,327,343,366,372,421,437,449,451,453,474,484,494,502,503,
40,72,76,88,89,104,234,280,281,293,312,316,328,345,387,396,410,426,442,458,475,476,483,485,499,504,505,
41,89,105,121,157,169,235,281,297,316,317,345,361,365,377,402,413,426,427,458,459,475,476,477,489,493,505,
42,74,78,90,91,106,232,282,283,295,314,315,318,330,346,401,408,424,440,456,465,472,481,487,490,506,507,
43,91,107,123,143,155,233,256,271,283,299,303,315,318,331,347,383,424,425,448,456,464,472,491,495,506,507,
44,92,108,124,136,156,238,266,284,296,300,313,332,348,360,364,423,430,446,455,462,463,467,473,488,492,508,
45,92,93,125,141,153,173,284,285,313,329,332,333,349,381,397,406,429,430,454,457,462,463,473,500,508,509,
46,94,110,126,138,158,236,264,286,298,302,334,350,366,378,382,421,428,444,449,453,460,461,474,478,494,510,
47,79,94,95,111,159,253,269,286,287,319,334,335,350,351,388,399,428,447,452,460,461,468,478,479,510,511,
48,128,176,192,208,224,242,258,259,260,265,304,305,324,352,368,384,400,409,448,450,451,452,457,489,496,497,
49,65,177,192,193,209,241,257,259,289,305,321,344,352,353,369,384,417,433,449,450,451,465,488,496,497,504,
50,130,178,194,214,219,226,262,267,306,310,322,354,358,374,379,411,418,434,454,459,466,470,479,491,498,502,
51,67,179,194,195,211,243,291,307,322,339,354,355,358,362,403,419,434,435,466,467,470,474,483,490,498,502,
52,64,68,180,196,212,244,276,292,308,320,336,340,356,373,404,416,420,436,464,468,469,477,480,484,500,501,
53,145,165,196,197,213,245,261,320,337,340,341,357,373,385,389,405,420,437,453,469,480,481,484,485,492,501,
54,66,70,182,198,207,246,278,294,301,326,338,342,367,370,375,415,422,438,471,482,486,493,495,503,509,511,
55,147,167,198,199,215,247,263,323,326,338,343,359,371,375,391,407,438,439,455,471,482,486,487,494,499,503,
56,152,193,200,216,217,248,264,328,344,353,360,369,392,393,433,440,441,445,449,456,461,465,473,488,504,505,
57,185,201,208,217,237,249,265,269,368,377,392,393,400,409,425,429,441,445,448,452,456,457,461,473,489,505,
58,154,195,202,203,218,250,266,339,346,355,362,363,378,395,419,431,442,443,463,467,474,475,478,483,490,507,
59,171,187,203,219,239,251,267,333,347,363,374,379,395,399,411,427,431,443,454,459,463,475,478,479,491,507,
60,168,172,204,213,220,252,261,268,337,357,364,376,380,396,405,408,412,444,453,460,472,476,481,485,492,508,
61,189,205,212,220,221,255,268,271,292,336,356,376,380,397,412,413,436,447,460,464,468,472,476,477,500,508,
62,170,174,206,215,222,254,263,270,314,323,359,382,394,398,407,410,414,446,455,458,462,487,494,499,506,510,
63,109,175,191,207,222,223,270,285,301,317,342,351,367,383,394,398,414,415,458,462,493,495,506,509,510,511,
64,308,320,336,416,464,469,477,480,
65,289,305,321,344,488,496,497,504,
66,294,338,370,415,471,482,493,495,
67,291,307,322,362,474,490,498,502,
68,276,292,308,373,469,477,500,501,
69,293,309,371,389,469,482,485,499,
70,278,294,367,375,471,495,503,511,
71,295,311,385,391,471,480,481,487,
72,312,328,345,396,476,485,504,505,
73,267,297,329,409,454,457,459,489,
74,314,315,330,346,487,490,506,507,
75,265,299,319,379,448,452,479,491,
76,293,316,396,410,458,476,485,499,
77,292,301,349,365,477,493,500,509,
78,295,314,318,408,472,481,487,506,
79,269,319,334,399,452,461,478,479,
80,272,288,309,386,466,469,482,496,
81,272,280,289,403,466,483,496,504,
82,274,290,311,432,450,471,480,498,
83,274,282,291,417,450,465,490,498,
84,276,277,349,422,486,500,501,509,
85,273,277,325,390,470,486,497,501,
86,278,279,287,404,468,484,503,511,
87,275,279,327,372,451,484,502,503,
88,280,293,312,387,483,485,499,504,
89,281,316,345,426,458,475,476,505,
90,282,295,330,401,465,481,487,490,
91,283,315,318,424,456,472,506,507,
92,284,313,332,430,462,463,473,508,
93,285,333,406,430,454,462,463,509,
94,286,334,350,428,460,461,478,510,
95,287,319,335,388,452,468,479,511,
96,272,297,304,418,459,466,489,496,
97,272,273,305,434,466,470,496,497,
98,258,274,299,306,448,450,491,498,
99,259,274,275,322,450,451,498,502,
100,308,309,365,370,469,477,482,493,
101,277,300,341,439,455,486,492,501,
102,294,303,311,416,464,471,480,495,
103,279,302,343,437,453,484,494,503,
104,280,281,328,442,475,483,504,505,
105,297,361,365,402,459,477,489,493,
106,282,283,346,440,456,465,490,507,
107,256,299,303,331,448,464,491,495,
108,296,300,348,423,455,467,488,492,
109,270,285,301,317,458,462,493,509,
110,298,302,366,421,449,453,474,494,
111,286,287,351,447,460,468,510,511,
112,288,304,308,361,469,477,489,496,
113,273,296,321,435,467,470,488,497,
114,290,294,306,331,471,491,495,498,
115,257,275,298,307,449,451,474,502,
116,262,273,324,329,454,457,470,497,
117,263,293,300,357,455,485,492,499,
118,260,275,310,319,451,452,479,502,
119,261,295,302,359,453,481,487,494,
120,280,296,344,419,467,483,488,504,
121,281,297,377,427,459,475,489,505,
122,282,298,362,433,449,465,474,490,
123,283,299,347,425,448,456,491,507,
124,284,300,364,446,455,462,492,508,
125,329,349,381,406,454,457,500,509,
126,286,302,382,444,453,460,494,510,
127,287,303,367,436,464,468,495,511,
128,304,305,324,409,457,489,496,497,
129,288,289,312,389,469,485,496,504,
130,306,310,322,379,479,491,498,502,
131,290,291,330,391,471,487,490,498,
132,276,324,325,381,457,497,500,501,
133,277,309,373,438,469,482,486,501,
134,278,310,327,335,479,502,503,511,
135,279,311,375,420,471,480,484,503,
136,266,296,313,360,463,467,473,488,
137,281,313,393,443,463,473,475,505,
138,264,298,334,378,449,461,474,478,
139,283,334,363,441,456,461,478,507,
140,270,284,316,380,458,462,476,508,
141,284,285,349,397,462,500,508,509,
142,268,286,318,398,460,472,506,510,
143,271,303,318,383,464,472,495,506,
144,288,320,352,432,450,469,480,496,
145,320,337,385,389,469,480,481,485,
146,290,338,354,386,466,471,482,498,
147,323,338,371,391,471,482,487,499,
148,325,340,372,384,451,484,497,501,
149,321,325,341,348,488,492,497,501,
150,326,327,358,390,470,486,502,503,
151,307,327,343,366,474,494,502,503,
152,328,344,360,393,473,488,504,505,
153,313,329,333,429,454,457,463,473,
154,346,362,363,378,474,478,490,507,
155,315,331,347,383,491,495,506,507,
156,332,348,360,364,473,488,492,508,
157,316,317,365,413,458,476,477,493,
158,350,366,378,382,474,478,494,510,
159,335,350,351,399,478,479,510,511,
160,256,336,361,368,448,464,477,489,
161,312,337,353,401,465,481,485,504,
162,331,402,411,415,459,491,493,495,
163,323,330,339,387,483,487,490,499,
164,356,381,388,400,452,457,468,500,
165,341,357,373,389,469,485,492,501,
166,335,342,374,406,454,479,509,511,
167,343,359,375,391,471,487,494,503,
168,337,376,396,408,472,476,481,485,
169,345,361,377,413,476,477,489,505,
170,314,323,394,410,458,487,499,506,
171,347,363,379,399,478,479,491,507,
172,357,364,380,396,476,485,492,508,
173,332,381,397,429,457,473,500,508,
174,314,359,382,398,487,494,506,510,
175,351,367,383,398,495,506,510,511,
176,258,304,352,368,448,450,489,496,
177,289,352,353,417,450,465,496,504,
178,306,354,411,418,459,466,491,498,
179,291,339,354,403,466,483,490,498,
180,276,340,356,404,468,484,500,501,
181,348,369,405,421,449,453,488,492,
182,278,326,342,422,486,503,509,511,
183,355,366,407,423,455,467,474,494,
184,345,376,392,424,456,472,476,505,
185,377,393,409,429,457,473,489,505,
186,315,394,395,426,458,475,506,507,
187,347,395,411,427,459,475,491,507,
188,332,412,428,445,460,461,473,508,
189,292,380,397,413,476,477,500,508,
190,350,414,430,431,462,463,478,510,
191,285,342,351,414,462,509,510,511,
192,259,305,352,384,450,451,496,497,
193,344,353,369,433,449,465,488,504,
194,322,354,358,434,466,470,498,502,
195,339,355,362,419,467,474,483,490,
196,320,340,373,420,469,480,484,501,
197,340,341,405,437,453,484,492,501,
198,326,338,375,438,471,482,486,503,
199,326,343,407,439,455,486,494,503,
200,328,353,392,440,456,465,504,505,
201,368,377,392,425,448,456,489,505,
202,339,346,395,442,475,483,490,507,
203,363,395,431,443,463,475,478,507,
204,364,405,412,444,453,460,492,508,
205,356,397,412,447,460,468,500,508,
206,382,407,414,446,455,462,494,510,
207,301,342,367,415,493,495,509,511,
208,265,368,400,409,448,452,457,489,
209,257,321,369,384,449,451,488,497,
210,370,386,402,418,459,466,482,493,
211,307,355,358,435,467,470,474,502,
212,292,336,356,436,464,468,477,500,
213,261,337,357,405,453,481,485,492,
214,262,310,358,374,454,470,479,502,
215,263,323,359,407,455,487,494,499,
216,264,360,369,445,449,461,473,488,
217,392,393,441,445,456,461,473,505,
218,266,355,378,431,463,467,474,478,
219,267,374,379,411,454,459,479,491,
220,268,376,380,412,460,472,476,508,
221,271,336,376,413,464,472,476,477,
222,270,394,398,414,458,462,506,510,
223,317,383,394,415,458,493,495,506,
224,260,324,384,400,451,452,457,497,
225,385,401,417,432,450,465,480,481,
226,262,267,418,434,454,459,466,470,
227,371,386,387,403,466,482,483,499,
228,260,372,388,404,451,452,468,484,
229,257,372,421,437,449,451,453,484,
230,262,390,406,422,454,470,486,509,
231,390,423,435,439,455,467,470,486,
232,401,408,424,440,456,465,472,481,
233,256,271,424,425,448,456,464,472,
234,387,410,426,442,458,475,483,499,
235,317,402,426,427,458,459,475,493,
236,264,421,428,444,449,453,460,461,
237,269,400,429,445,452,457,461,473,
238,266,423,430,446,455,462,463,467,
239,333,374,399,431,454,463,478,479,
240,256,258,416,432,448,450,464,480,
241,257,259,417,433,449,450,451,465,
242,258,259,260,265,448,450,451,452,
243,403,419,434,435,466,467,470,483,
244,404,416,420,436,464,468,480,484,
245,261,385,420,437,453,480,481,484,
246,301,370,422,438,482,486,493,509,
247,263,371,438,439,455,482,486,499,
248,264,433,440,441,449,456,461,465,
